user_id,entropy_s3,entropy_s4,entropy_drop,nh_s3,nh_s4,group
F1872874C085E421E68859FA68A7C559,0.7967289630969031,0.778478950529023,0.01825001256788006,0.938798881595153,0.9541747874901146,entropy_high
516C7EEABF0F6489662C619A0C387116,0.7587489104994393,0.7587489104994393,0.0,1.0,1.0,entropy_high
5C3CA9B08030C6109FD6AE539E3C540E,0.6558568722657011,0.6558568722657011,0.0,1.0,1.0,entropy_high
3A7ACFDA991006B038F735FDC4221CA9,0.4787366881920688,0.4787366881920688,0.0,1.0,1.0,entropy_high
5CCE0B6674FCD8B3120F799C42C64441,0.4546019482367594,0.4546019482367594,0.0,1.0,1.0,entropy_high
2F0794FBF1510A8079ED722EB6EF7D10,0.44221693938022044,0.44221693938022044,0.0,1.0,1.0,entropy_high
92E105D334FCD4E108A85D1640CFDF7F,0.421261750508026,0.421261750508026,0.0,0.9814604737116561,0.9814604737116561,entropy_high
FDDAF10669EFDD40500C8C3096C4415A,0.4138679953526877,0.4138679953526877,0.0,0.8671453926028683,0.8671453926028683,entropy_high
32C7ACE8A6EC37F2098406129749AA81,0.41752450685234266,0.41022500710945387,0.007299499742888793,0.9978747359559555,0.9978747359559555,entropy_high
DA1855E353A1425531BE92AC1B59B838,0.4524820647105643,0.40599382485343727,0.04648823985712702,0.7335713576629342,0.7335713576629342,entropy_high
7DDDCA596671F6F1AB85E2E3DA10E72A,0.0,0.0,0.0,0.9658639305192864,0.9658639305192864,entropy_low
BF4C8CAFF89E805F7ADEAEE8EBE05E01,0.0,0.0,0.0,1.0,1.0,entropy_low
C0A34A6AEBD4721F183DF1A7040A816A,0.0,0.0,0.0,1.0,1.0,entropy_low
6063F15465736B5332D015D8AC584939,0.0,0.0,0.0,0.6691467285885553,0.6691467285885553,entropy_low
5FABFE7BCCD3F38A2100C7804664537A,0.0,0.0,0.0,1.0,1.0,entropy_low
5F9655814C24DF68EFCBE6E3D55E980D,0.09419254031410919,0.0,0.09419254031410919,1.0,1.0,entropy_low
5F83023C126DAD0356C4866D1B76186A,0.0,0.0,0.0,1.0,1.0,entropy_low
C1B4887D1E8F593EED6E6CD4CB42F07D,0.0,0.0,0.0,1.0,1.0,entropy_low
5D40EFE76531F7E30965105D2C3EC4B2,0.14058378615470207,0.0,0.14058378615470207,1.0,1.0,entropy_low
C585265DF37796198352AA50B6002AEE,0.0,0.0,0.0,1.0,1.0,entropy_low
3581CA74BBB59E8449B7A17D82730509,0.5057021323536759,0.18744504820626942,0.3182570841474065,0.9822207804138628,0.9822207804138628,entropy_drop_high
AE70D44D86B137B1125C3421A2F54316,0.41400665339372883,0.1367477811697507,0.27725887222397816,0.9902284796332866,0.9902284796332866,entropy_drop_high
9FE48B747ED60E3799F37E9A85F903C1,0.3115899659527598,0.10154536578307938,0.2100446001696804,1.0,1.0,entropy_drop_high
0E015A56AD68D2DCF10574996FC937F5,0.19838592557522708,0.0,0.19838592557522708,0.9536742489784509,1.0,entropy_drop_high
7399C12F7F54A6C7E6521F9CE4C27082,0.4407661305940818,0.2674793354540955,0.1732867951399863,0.9921976030453709,0.9921976030453709,entropy_drop_high
9E223B1C93AC7161627C4FDC2093C2A4,0.2091945573979804,0.04123841012664638,0.167956147271334,0.9698358446450607,0.9698358446450607,entropy_drop_high
AEB47BD70108C4A2F926CE52A6ADA944,0.26593226977095163,0.10594123981153089,0.15999102995942074,1.0,1.0,entropy_drop_high
6F03FF85D2717926FD61E98D4B22E963,0.220361048772362,0.06123250669865883,0.1591285420737032,1.0,1.0,entropy_drop_high
E9D052410C4015DE659AA0195D4DAE28,0.15018706962210154,0.0,0.15018706962210154,1.0,1.0,entropy_drop_high
5D40EFE76531F7E30965105D2C3EC4B2,0.14058378615470207,0.0,0.14058378615470207,1.0,1.0,entropy_drop_high
